sku,name,category,function,relatives,designer,image,gridorder,neworder
SL4001,Marine Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Marine,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl4001habwg_7.png,3344.0000,,
SL4002,Marine Large Flush Mount,Ceiling > Flush Mount,Flush Mount,Marine,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl4002habwg_7.png,3349.0000,,
SL5001,Boston Single Flush Mount,Ceiling > Flush Mount,Flush Mount,Boston,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5001habslegwg_5.png,3404.0000,,
SL5125,Boston Pendant,Ceiling > Pendant,Pendant,Boston,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5125bzwg1_5.png,2561.0000,,
SL5174,Yoke Mini Pendant,Ceiling > Pendant,Pendant,Yoke,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5174habhab_9.png,2536.0000,,
SL5175,Yoke Large Pendant,Ceiling > Pendant,Pendant,Yoke,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5175habhab1_6.png,2544.0000,,
SL5811,Classic Linear Chandelier,Ceiling > Linear,Linear,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5811annp_5.png,3014.0000,,
SL5812,Classic Ring Chandelier,Ceiling > Chandelier,Chandelier,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5812habnp_5.png,1778.0000,,
SL5813,Classic Two-Tier Ring Chandelier,Ceiling > Chandelier,Chandelier,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5813habnp_5.png,1782.0000,,
SL5814,Classic Mini Ring Chandelier,Ceiling > Chandelier,Chandelier,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5814bznp_5.png,1786.0000,,
SL5816,Classic Billiard Light,Ceiling > Linear,Linear,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5816pnnp_9.png,2981.0000,,
SL5820,Square Tube Hanging Shade,Ceiling > Hanging Shade,Hanging Shade,Square Tube,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5820pnnp_5.png,2287.0000,,
SL5863,Linear Branched Chandelier,Ceiling > Linear,Linear,Linear Branched,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5863hab_9.png,2992.0000,,
SL5870,Cornice Semi-Flush Lantern,Ceiling > Lantern,Lantern,Semi Flush Cornice,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5870hab_5.png,2044.0000,,
SL5871,Cornice Small Lantern,Ceiling > Lantern,Lantern,Cornice,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5871bz_1.png,2050.0000,,
SL5872,Cornice Large Lantern,Ceiling > Lantern,Lantern,Cornice,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5872br_5.png,2054.0000,,
SLO2001,Marine Indoor/Outdoor Wall Light,Outdoor > Wall,Wall,Marine2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/slo2001bzsg_5.png,5572.0000,,
SLO2003,Marine Medium Wall Light,Outdoor > Wall,Wall,Marine2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/slo2003bzsg_5.png,5569.0000,,
SLO4002,Marine Medium Flush Mount,Outdoor > Ceiling,Ceiling,Marine2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/slo4002bzsg_5.png,6254.0000,,
SP1000,Lancaster Floor Lamp,Floor > Decorative,Decorative,Lancaster2,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp1000ginp_5.png,988.0000,,
SP1003,Wells Floor Lamp,Floor > Decorative,Decorative,Wells,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp1003ainp_5.png,969.0000,,
SP1004,Maurice Floor Lamp,Floor > Decorative,Decorative,Maurice,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp1004ginp_5.png,975.0000,,
SP2003,Kate Small Wall Sconce,Wall > Decorative,Decorative,Kate,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp2003ai_5.png,3692.0000,,
SP3005,Cameron Table Lamp,Table > Decorative,Decorative,CAMERON,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp3005qnp_7.png,61.0000,,
SP3011,Hargett Buffet Lamp,Table > Decorative,Decorative,Hargett,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp3011habnp_5.png,816.0000,,
SP3015,Brooks Table Lamp,Table > Decorative,Decorative,Brooks,J. Randall Powers,https://www.circalighting.com/media/catalog/product/s/p/sp3015gicgnp_9.png,31.0000,,
SS2001,Siena Single Sconce,Wall > Bath,Bath,Siena,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2001pnwg_5.png,5219.0000,,
SS2002,Siena Double Sconce,Wall > Bath,Bath,Siena,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2002pnwg_5.png,5222.0000,,
SS2003,Siena Triple Sconce,Wall > Bath,Bath,Siena,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2003pnwg_9.png,5226.0000,,
SS2011,Openwork Single Sconce,Wall > Bath,Bath,Openwork,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2011pnfg_1.png,4954.0000,,
SS2014,Openwork Long Sconce,Wall > Bath,Bath,Openwork,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2014pnfg_5.png,4966.0000,,
SS4010,Openwork Small Flush Mount,Ceiling > Flush Mount,Flush Mount,Openwork,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss4010pnfg_11.png,3173.0000,,
SS4011,Openwork Large Flush Mount,Ceiling > Flush Mount,Flush Mount,Openwork,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss4011habfg_5.png,3181.0000,,
SS4015,Siena Small Flush Mount,Ceiling > Flush Mount,Flush Mount,Siena2,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss4015habwg_9.png,3304.0000,,
SS4016,Siena Large Flush Mount,Ceiling > Flush Mount,Flush Mount,Siena2,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss4016pnwg_5.png,3309.0000,,
TOB1000,Longacre Floor Lamp,Floor > Decorative,Decorative,Longacre,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1000habnp_5.png,1030.0000,,
TOB1001,Greenwich Floor Lamp,Floor > Task,,Greenwich,Thomas O'Brien,,1106.0000,,
TOB1002,Bryant Floor Lamp,Floor > Decorative,Decorative,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1002habnp_5.png,1059.0000,,
TOB1004,Hudson Floor Lamp,Floor > Decorative,Decorative,Hudson,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1004bznpbt_7.png,1131.0000,,
TOB1010,Studio Floor Lamp,Floor > Decorative,Decorative,Studio Tri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1010bznp_5.png,1082.0000,,
TOB1012,Ziyi Pivoting Floor Lamp,Floor > Decorative,Decorative,ZIYI,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1012bznp_5.png,1162.0000,,
TOB1013,Ziyi Tension Pole Lamp,Floor > Decorative,Decorative,ZIYI,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1013bzhabnp_5.png,1154.0000,,
TOB1015,Studio Pivoting Task Floor Lamp,Floor > Task,Functional,Studio Tri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1015hab_5.png,1228.0000,,
TOB1027,Surveyor Floor Lamp,Floor > Decorative,,Surveyor Floor,Thomas O'Brien,,1149.0000,,
TOB1200,Pask Pharmacy Floor Lamp,Floor > Task,Functional,Pask,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1200bz_5.png,1220.0000,,
TOB1201,Paulo Floor Light,Floor > Decorative,Decorative,Paulo,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob1201habnp_9.png,1149.0000,,
TOB2000,Academy Map Light,Wall > Picture,Picture,Academy Map,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2000hab_1.png,5413.0000,,
TOB2002,Bryant Sconce,Wall > Decorative,Decorative,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2002pnnpst_5.png,4051.0000,,
TOB2003,Mercer Short Box Light,Wall > Bath,Bath,Mercer,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2003bz_5.png,4982.0000,,
TOB2004,Mercer Square Box Light,Wall > Bath,Bath,Mercer,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2004pn_7.png,4986.0000,,
TOB2005,Mercer Long Box Light,Wall > Bath,Bath,Mercer,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2005ch_5.png,4978.0000,,
TOB2006,Ted Sconce,Wall > Bath,Bath,Ted,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2006hab_11.png,4974.0000,,
TOB2007,Vendome Single Sconce,Wall > Decorative,Decorative,Vendome,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2007habnp_5.png,4018.0000,,
TOB2008,Vendome Double Sconce,Wall > Decorative,Decorative,Vendome,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2008habnp_9.png,4022.0000,,
TOB2009,Vendome Triple Sconce,Wall > Decorative,Decorative,Vendome,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2009pnnp_11.png,4026.0000,,
TOB2010,Longacre Sconce,Wall > Decorative,Decorative,Longacre,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2010habnp_5.png,4130.0000,,
TOB2011,Metropolitan Sconce,Wall > Bath,,Metropolitan,Thomas O'Brien,,4628.0000,,
TOB2016,Greenwich Sconce,Wall > Bath,Bath,Greenwich,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2016bzhab_9.png,5009.0000,,
TOB2017,Ziyi Sconce,Wall > Decorative,Decorative,ZIYI,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2017pnnp_5.png,4073.0000,,
TOB2019,David 18" Art Light,Wall > Picture,Picture,David Art,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2019bzhab_5.png,5406.0000,,
TOB2020,David 7" Art Light,Wall > Picture,Picture,David Art,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2020pn_5.png,5398.0000,,
TOB2021,David 12" Art Light,Wall > Picture,Picture,David Art,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2021habbz_9.png,5402.0000,,
TOB2030,Keeley Short Pivoting Sconce,Wall > Bath,Bath,Keely Sconce,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2030pnwg_11.png,5005.0000,,
TOB2031,Keeley Tall Pivoting Sconce,Wall > Bath,Bath,Keely Sconce,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2031pnwg_5.png,5010.0000,,
TOB2062,Selecta Long Sconce,Wall > Bath,Bath,Selecta,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2062bzhabwg_5.png,4893.0000,,
TOB2067,Elkins Sconce,Wall > Decorative,Decorative,Elkins,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2067bzhabnpbt_5.png,4012.0000,,
TOB2068,Elkins Double Sconce,Wall > Decorative,Decorative,Elkins,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2068bzhabnpbt_5.png,4015.0000,,
TOB2081,Alton Pivoting Sconce,Wall > Decorative,Decorative,Alton,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2081bzhabnpbt_5.png,4045.0000,,
TOB2110,Chandler Single Sconce,Wall > Decorative,Decorative,Chandler,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2110psnp_9.png,4208.0000,,
TOB2120,Channing Single Sconce,Wall > Decorative,Decorative,Channing,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2120habnp_5.png,4201.0000,,
TOB2121,Channing Double Sconce,Wall > Decorative,Decorative,Channing,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2121habnp_5.png,4204.0000,,
TOB2125,Reed Single Sconce,Wall > Decorative,Decorative,Reed,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2125pnnp_5.png,4031.0000,,
TOB2126,Reed Double Sconce,Wall > Decorative,Decorative,Reed,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2126pnnp_9.png,4036.0000,,
TOB2135,Calliope Single Sconce,Wall > Decorative,,Calliope,Thomas O'Brien,,3839.0000,,
TOB2137,Calliope Three-Light Sconce,Wall > Decorative,Decorative,Calliope,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2137brhabnp_5.png,4184.0000,,
TOB2140,Dresser Short Glass Rod Light,Wall > Bath,Bath,Dresser,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2140pnfg_5.png,4873.0000,,
TOB2141,Dresser Long Glass Rod Light,Wall > Bath,Bath,Dresser,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2141pnfg_5.png,4877.0000,,
TOB2184,Calliope Short Bath Light,Wall > Bath,Bath,Calliope2,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2184pnwg_5.png,4868.0000,,
TOB2185,Calliope Tall Bath Light,Wall > Bath,Bath,Calliope2,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2185pnwg_5.png,4871.0000,,
TOB2186,Graydon Double Bath Light,Wall > Bath,Bath,Graydon Bath Light,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2186pnwg_5.png,5030.0000,,
TOB2187,Graydon Single Bath Light,Wall > Bath,Bath,Graydon Bath Light,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2187pnwg_5.png,5027.0000,,
TOB2190,Hulton Sconce,Wall > Decorative,Decorative,Hulton,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2190pnnp_5.png,3953.0000,,
TOB2191,Hulton Double Sconce,Wall > Decorative,Decorative,Hulton,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2191habnp_9.png,3956.0000,,
TOB2201,Paulo Large Bracket Swing Arm,Wall > Task,Functional,Paulo,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2201habnp_9.png,4562.0000,,
TOB2203,Paulo Small Bracket Light,Wall > Task,Functional,Paulo,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2203habnp_9.png,4551.0000,,
TOB2206,Merchant Single Bath Light,Wall > Bath,Bath,Merchant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2206pnwg_9.png,4947.0000,,
TOB2207,Merchant Double Bath Light,Wall > Bath,Bath,Merchant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2207pnwg_5.png,4951.0000,,
TOB2208,Pelham Moon Light,Wall > Bath,Bath,Pelham,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2208pnwg_5.png,5073.0000,,
TOB2209,Pelham Oval Light,Wall > Bath,Bath,Pelham,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2209bzwg_5.png,5077.0000,,
TOB2327,Modern Library Sconce,Wall > Decorative,Decorative,Modern Library,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2327pnnp_11.png,4194.0000,,
TOB2328,Modern Library Double Sconce,Wall > Decorative,Decorative,Modern Library,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2328habnp_5.png,4198.0000,,
TOB2330,Verona Mirrored Sconce,Wall > Decorative,Decorative,Verona,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2330pnnp_5.png,3699.0000,,
TOB2335,Gallois Sconce,Wall > Decorative,,Gallois,Thomas O'Brien,,4487.0000,,
TOB2405,Garey Wall Light,Wall > Bath,Bath,Garey,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2405pncg_9.png,5005.0000,,
TOB2600,Silhouette Fretwork Sconce,Wall > Decorative,Decorative,Silhouette,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2600habnp_5.png,3907.0000,,
TOB2604,Library 10" Picture Light,Wall > Picture,Picture,Library Picture,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2604hab_9.png,5340.0000,,
TOB2605,Library 16" Picture Light,Wall > Picture,Picture,Library Picture,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob2605hab_5.png,5342.0000,,
TOB3000,Longacre Small Table Lamp,Table > Decorative,Decorative,Longacre,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3000habnp_5.png,747.0000,,
TOB3001,Longacre Tall Table Lamp,Table > Decorative,Decorative,Longacre,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3001bznpbt_5.png,750.0000,,
TOB3004,Academy Pivoting Desk,Table > Decorative,,Academy,Thomas O'Brien,,773.0000,,
TOB3007,Bryant Table Lamp,Table > Decorative,Decorative,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3007habnp_5.png,777.0000,,
TOB3011,London Column Table Lamp,Table > Decorative,Decorative,London Column,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3011albnp_5.png,493.0000,,
TOB3014,Terri Round Accent Lamp,Table > Decorative,Decorative,terri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3014cgnp_5.png,16.0000,,
TOB3020,Terri Cube Accent Lamp,Table > Decorative,Decorative,terri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3020cgnp_11.png,471.0000,,
TOB3023,Terri Large Round Table Lamp,Table > Decorative,Decorative,terri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3023cgnp_9.png,472.0000,,
TOB3029,Fiona Large Table Lamp,Table > Decorative,Decorative,Fiona,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3029wgnp_7.png,102.0000,,
TOB3030,Block Large Table Lamp,Table > Decorative,Decorative,crystal block,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3030cgc_5.png,53.0000,,
TOB3031,Block Table Lamp,Table > Decorative,Decorative,crystal block,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3031cgc_5.png,52.0000,,
TOB3032,Dixon Small Table Lamp,Table > Decorative,Decorative,Dixon,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3032parnp_5.png,712.0000,,
TOB3033,Dixon Tall Table Lamp,Table > Decorative,Decorative,Dixon,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3033parnp_9.png,716.0000,,
TOB3051,Terri Tiny Round Accent Lamp,Table > Decorative,Decorative,terri,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3051cgnp_5.png,15.0000,,
TOB3077,Stanford Large Table Lamp,Table > Decorative,Decorative,Stanford,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3077albnp_5.png,469.0000,,
TOB3142,Totie Task Lamp,Table > Task,Functional,Totie Tbl,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob3142hab_5.png,896.0000,,
TOB3209,Hammond Column Table Lamp,Table > Decorative,,Hammond,Thomas O'Brien,,764.0000,,
TOB4000,Perry Ceiling Light,Ceiling > Flush Mount,Flush Mount,Perry,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4000hab_5.png,3371.0000,,
TOB4003,Ted Flush Mount,Ceiling > Flush Mount,Flush Mount,Ted,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4003hab_7.png,3478.0000,,
TOB4006,Clark Flush Mount,Ceiling > Flush Mount,Flush Mount,Clark,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4006habwg_5.png,3386.0000,,
TOB4011,Milton Short Flush Mount,Ceiling > Flush Mount,Flush Mount,Milton,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4011pnwg_5.png,3327.0000,,
TOB4203,Calliope Marine Flush Mount,Ceiling > Flush Mount,Flush Mount,Calliope2,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4203bz_5.png,3315.0000,,
TOB4206,Garey Flush Mount,Ceiling > Flush Mount,Flush Mount,Garey,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4206habcg_5.png,3291.0000,,
TOB4212,Merchant Semi-Flush,Ceiling > Flush Mount,Flush Mount,Merchant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob4212pn_5.png,5951.0000,,
TOB5000,Eugene Large Pendant,Ceiling > Pendant,Pendant,Eugene,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5000hab_9.png,2466.0000,,
TOB5002,Bryant Small Chandelier,Ceiling > Chandelier,Chandelier,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5002habnp_5.png,1553.0000,,
TOB5003,Bryant Large Chandelier,Ceiling > Chandelier,Chandelier,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5003habnp_5.png,1557.0000,,
TOB5004,Bryant Small Billiard,Ceiling > Linear,Linear,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5004bznp_5.png,2959.0000,,
TOB5005,Bryant Large Billiard,Ceiling > Linear,Linear,Bryant,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5005bznp_5.png,2963.0000,,
TOB5007,Vendome Small Chandelier,Ceiling > Chandelier,Chandelier,Vendome,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5007pnnp_9.png,1539.0000,,
TOB5008,Vendome Large Chandelier,Ceiling > Chandelier,Chandelier,Vendome,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5008bznp_5.png,1543.0000,,
TOB5009,Reed Small Chandelier,Ceiling > Chandelier,Chandelier,Reed,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5009habnp_5.png,1527.0000,,
TOB5010,Reed Large Chandelier,Ceiling > Chandelier,Chandelier,Reed,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5010habnp_5.png,1535.0000,,
TOB5011,Reed Hanging Shade,Ceiling > Hanging Shade,Hanging Shade,Reed,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5011pnnp_9.png,2234.0000,,
TOB5012,Eugene Small Pendant,Ceiling > Pendant,Pendant,Eugene,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5012bz_5.png,2470.0000,,
TOB5013,Eugene Medium Pendant,Ceiling > Pendant,Pendant,Eugene,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5013hab_9.png,2474.0000,,
TOB5014,Goodman Large Hanging Lamp,Ceiling > Pendant,Pendant,Goodman,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5014habaw_5.png,2410.0000,,
TOB5016,Ziyi Large Chandelier,Ceiling > Chandelier,Chandelier,ZIYI,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5016habnp_5.png,1575.0000,,
TOB5017,Farlane Large Chandelier,Ceiling > Chandelier,Chandelier,Farlane,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5017bzhabnp_5.png,1521.0000,,
TOB5018,Farlane Small Chandelier,Ceiling > Chandelier,Chandelier,Farlane,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5018bzhabnp_5.png,1517.0000,,
TOB5062,Hicks Small Pendant,Ceiling > Pendant,Pendant,Hicks,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5062bzhabwg_9.png,2685.0000,,
TOB5063,Hicks Large Pendant,Ceiling > Pendant,Pendant,Hicks,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5063bzhabwg_5.png,2689.0000,,
TOB5064,Hicks Extra Large Pendant,Ceiling > Pendant,Pendant,Hicks,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5064bzhabwg_5.png,2695.0000,,
TOB5090,Goodman Small Hanging Light,Ceiling > Pendant,Pendant,Goodman,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5090habaw_9.png,2381.0000,,
TOB5091,Goodman Medium Hanging Light,Ceiling > Pendant,Pendant,Goodman,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5091habaw_9.png,2395.0000,,
TOB5111,Chandler Large Chandelier,Ceiling > Chandelier,Chandelier,Chandler,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5111bslnp_9.png,1690.0000,,
TOB5119,Channing Small Chandelier,Ceiling > Chandelier,Chandelier,Channing,Thomas O'Brien,https://www.circalighting.com/media/catalog/product/t/o/tob5119habnp_5.png,1685.0000,,
TOB5143,Garey Small Single Light,Ceiling > Pendant,,Garey,Thomas O'Brien,,2730.0000,,
SS2013,Openwork Medium Sconce,Wall > Bath,Bath,Openwork,Studio VC,https://www.circalighting.com/media/catalog/product/s/s/ss2013pnfg_5.png,5080.0000,,
S2602,French Library Double Arm Wall Lamp,Wall > Task,Functional,French Library2,Studio VC,https://www.circalighting.com/media/catalog/product/s/2/s2602hab_1.png,4727.0000,,
CHC1413,Marigot Large Chandelier,Ceiling > Chandelier,Chandelier,Marigot,E. F. Chapman,https://www.circalighting.com/media/catalog/product/c/h/chc1413r_5.png,1715.0000,,
CHC2161,Mykonos Medium Lantern,Ceiling > Lantern,Lantern,Mykonos,E. F. Chapman,https://www.circalighting.com/media/catalog/product/c/h/chc2161gi_5.png,1964.0000,,
CHC4206,Paris Flea Market Small Flush Mount,Ceiling > Flush Mount,Flush Mount,Paris Flea Market,E. F. Chapman,https://www.circalighting.com/media/catalog/product/c/h/chc4206absg_5.png,3041.0000,,
CHC4207,Paris Flea Market Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Paris Flea Market,E. F. Chapman,https://www.circalighting.com/media/catalog/product/c/h/chc4207absg_5.png,3044.0000,,
S2101,Empire Long Sconce,Wall > Decorative,Decorative,Empire2,Studio VC,https://www.circalighting.com/media/catalog/product/s/2/s2101pn_5.png,4293.0000,,
SK2008,Hannah Two-Light Sconce,Wall > Decorative,Decorative,Hannah,Suzanne Kasler,https://www.circalighting.com/media/catalog/product/s/k/sk2008hab_5.png,3553.0000,,
SK5000,Percival Small Chandelier,Ceiling > Chandelier,Chandelier,Percival,Suzanne Kasler,https://www.circalighting.com/media/catalog/product/s/k/sk5000nrow_5.png,1708.0000,,
SK5100,Hurley Chandelier,Ceiling > Chandelier,Chandelier,Hurley,Suzanne Kasler,https://www.circalighting.com/media/catalog/product/s/k/sk5100pn_5.png,1434.0000,,
SK5102,Margarite Iron Chandelier,Ceiling > Chandelier,Chandelier,Margarite,Suzanne Kasler,https://www.circalighting.com/media/catalog/product/s/k/sk5102gi_7.png,1796.0000,,
SL5818,Classic Candle Hanging Light,Ceiling > Hanging Shade,Hanging Shade,Classic2,E. F. Chapman,https://www.circalighting.com/media/catalog/product/s/l/sl5818pnnp_5.png,2295.0000,,
